fpar,nirv,nirvp,lue,lai,glass_lai,apar,norm_nirv_glass,norm_nirv_modis,type,name,Lat,Lon,new_type
0.34,0.08945538281690045,9.91577494381261,0.06046615776376785,0.6,0.91875,39.70833593230125,0.09779745724155707,0.1383720244577877,ENF,FI-Sod,67.3624,26.6386,ENF
0.455,0.126252044081052,28.5196027285254,0.0189347473245063,0.9,1.15,114.14434617,0.1163223783241345,0.15089438161909888,GRA,AU-Ync,-34.9893,146.2907,GRA
0.63,0.187149486244614,34.1268505681536,0.02292855385785,1.8375000375,1.8125,120.16552625,0.10697939870569352,0.10021109042002889,OSH,CA-NS6,55.9167,-98.9644,OSH
0.45,0.135936428571429,22.7848015231,0.0402907234924912,1.05,1.225,81.0754180730725,0.11190686864156245,0.1301507460390709,GRA,RU-Ha1,54.7252,90.0022,GRA
0.62625,0.185283819201493,42.59649924275535,0.047004449881639696,2.0,3.21875,140.45806317708298,0.05737013072877964,0.09183026466314825,ENF,CA-SF2,54.2539,-105.8775,ENF
0.535,0.2134201634275615,98.5972943569267,0.0351740709806671,1.3750000625,1.25625,248.0993983419875,0.1723132912853595,0.15943541004672698,SAV,SN-Dhr,15.4028,-15.4322,SAV
0.615,0.130940734949179,43.7349962006915,0.0276801244461845,1.7000001,2.625,185.458715416667,0.05220190315247352,0.07287556468172467,ENF,US-NR1,40.0329,-105.5464,ENF
0.794375,0.173377040016784,31.2995755967684,0.0271293181722937,2.68125001875,2.9375,157.963880078125,0.05911681579597426,0.06541693957056136,ENF,US-xTA,32.9505,-87.3933,ENF
0.625,0.0971492833517089,8.39010210425213,0.0302696964058931,1.2,1.8,51.0670594125,0.05426960544217676,0.08119274793224177,WET,DE-SfN,47.8064,11.3275,WET
0.13,0.0517442323711098,26.07670666130815,0.0162130241088038,0.2,0.2,66.87103627335969,0.22949070533281174,0.25009475389373614,OSH,US-Ses,34.3349,-106.7442,OSH
0.689745,0.24437043995278002,39.33974063866055,0.034908615787535596,1.9,2.28125,113.9883085243055,0.10807851762732137,0.1259144303492228,WET,UK-AMo,55.792545,-3.2436917,WET
0.6741666666666666,0.15171838048797898,17.47696923428535,0.06394344748639269,1.7875000375,2.625,78.26902081770834,0.05815459225526097,0.0827762353479535,ENF,SE-Htm,56.09763,13.41897,ENF
0.46125,0.0883541233964569,9.32713698085485,0.0640069432772634,0.775,1.25,46.87069630875,0.06902714283764788,0.10718850518850513,DBF,IT-BFt,45.197754,10.741966,DBF
0.605,0.210662247344981,35.4916040146019,0.0351033474755553,1.8875000875,3.05,127.9526133925,0.06981971517834909,0.1179816399693308,ENF,US-NC3,35.799,-76.656,ENF
0.7794444444444445,0.18389652775502502,49.717020542618755,0.01865026220431935,2.470833383333335,2.25,209.2578943097605,0.08150886947445928,0.06937260509906168,DBF,US-Rpf,65.1198,-147.429,DBF
0.2875,0.0703126484795102,12.7568599303585,0.018859111924060402,0.33125000000000004,0.4,51.6079761492725,0.16101178535787272,0.19992498735673803,OSH,ES-Amo,36.8336,-2.2523,OSH
